task_index,task,module,path,status,reason,artifacts
41,Miscellaneous/Others/traffic_light,traffic_light,direct_verilog,COMPILE_FAIL,"testbench.v:14: error: Unknown module type: traffic_light
2 error(s) during elaboration.
*** These modules were missing:
        traffic_light referenced 1 times.
***",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/041_Miscellaneous_Others_traffic_light/direct_verilog
41,Miscellaneous/Others/traffic_light,traffic_light,mygo,MYGO_COMPILE_ERROR,"/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/041_Miscellaneous_Others_traffic_light/mygo/main.go:3:1: expected 'package', found 'func'",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/041_Miscellaneous_Others_traffic_light/mygo
42,Miscellaneous/Others/width_8to16,width_8to16,direct_verilog,PASS,"===========Your Design Passed===========
testbench.v:48: $finish called at 100 (1ns)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/042_Miscellaneous_Others_width_8to16/direct_verilog
42,Miscellaneous/Others/width_8to16,width_8to16,mygo,MYGO_COMPILE_ERROR,"/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/042_Miscellaneous_Others_width_8to16/mygo/main.go:3:1: expected 'package', found 'func'",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/042_Miscellaneous_Others_width_8to16/mygo
43,Miscellaneous/RISC-V/RAM,RAM,direct_verilog,COMPILE_FAIL,"/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/direct_verilog/RAM.v:11: error: Unable to bind parameter `ADDR_WIDTH' in `tb_RAM.uut'
/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/direct_verilog/RAM.v:14:      : A symbol with that name was declared here. Check for declaration after use.
/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/direct_verilog/RAM.v:11: error: Dimensions must be constant.
/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/direct_verilog/RAM.v:11       : This MSB expression violates the rule: (ADDR_WIDTH)-('sd1)
/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/direct_verilog/RAM.v:8: error: Unable to bind parameter `ADDR_WIDTH' in `tb_RAM.uut'
/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/direct_verilog/RAM.v:14:      : A symbol with that name was declared here. Check for declaration after use.
/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/direct_verilog/RAM.v:8: error: Dimensions must be constant.
/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/direct_verilog/RAM.v:8       : This MSB expression violates the rule: (ADDR_WIDTH)-('sd1)
testbench.v:21: warning: Port 4 (write_addr) of module RAM expects 1 bit(s), given 8.
testbench.v:21:        : Pruning 7 high bits of the expression.
testbench.v:21: warning: Port 7 (read_addr) of module RAM expects 1 bit(s), given 8.
testbench.v:21:        : Pruning 7 high bits of the expression.
4 error(s) during elaboration.",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/direct_verilog
43,Miscellaneous/RISC-V/RAM,RAM,mygo,PASS,"===========Your Design Passed===========
testbench.v:79: $finish called at 11000 (1ns)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/043_Miscellaneous_RISC-V_RAM/mygo
44,Miscellaneous/RISC-V/ROM,ROM,direct_verilog,PASS,"Starting ROM Testbench...
=========== Your Design Passed ===========
testbench.v:56: $finish called at 40 (1s)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/044_Miscellaneous_RISC-V_ROM/direct_verilog
44,Miscellaneous/RISC-V/ROM,ROM,mygo,PASS,"Starting ROM Testbench...
=========== Your Design Passed ===========
testbench.v:56: $finish called at 40 (1s)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/044_Miscellaneous_RISC-V_ROM/mygo
45,Miscellaneous/RISC-V/alu,alu,direct_verilog,COMPILE_FAIL,"testbench.v:16: error: Unknown module type: alu
2 error(s) during elaboration.
*** These modules were missing:
        alu referenced 1 times.
***",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/045_Miscellaneous_RISC-V_alu/direct_verilog
45,Miscellaneous/RISC-V/alu,alu,mygo,FAIL,"WARNING: testbench.v:43: $readmemh(reference.dat): Not enough words in the file for the requested range [0:31].
===========Error===========
testbench.v:86: $finish called at 175000 (1ps)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/045_Miscellaneous_RISC-V_alu/mygo
46,Miscellaneous/RISC-V/clkgenerator,clkgenerator,direct_verilog,FAIL,"=========== Test completed with          20 failures ===========
testbench.v:29: $finish called at 100 (1s)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/046_Miscellaneous_RISC-V_clkgenerator/direct_verilog
46,Miscellaneous/RISC-V/clkgenerator,clkgenerator,mygo,FAIL,"=========== Test completed with          10 failures ===========
testbench.v:29: $finish called at 100 (1s)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/046_Miscellaneous_RISC-V_clkgenerator/mygo
47,Miscellaneous/RISC-V/instr_reg,instr_reg,direct_verilog,PASS,"=========== Your Design Passed ===========
testbench.v:78: $finish called at 135000 (1ps)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/047_Miscellaneous_RISC-V_instr_reg/direct_verilog
47,Miscellaneous/RISC-V/instr_reg,instr_reg,mygo,PASS,"=========== Your Design Passed ===========
testbench.v:78: $finish called at 135000 (1ps)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/047_Miscellaneous_RISC-V_instr_reg/mygo
48,Miscellaneous/RISC-V/pe,pe,direct_verilog,PASS,===========Your Design Passed===========,/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/048_Miscellaneous_RISC-V_pe/direct_verilog
48,Miscellaneous/RISC-V/pe,pe,mygo,PASS,===========Your Design Passed===========,/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/048_Miscellaneous_RISC-V_pe/mygo
49,Miscellaneous/Signal generation/signal_generator,signal_generator,direct_verilog,FAIL,"===========Error===========
testbench.v:39: $finish called at 1010 (1s)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/049_Miscellaneous_Signal_generation_signal_generator/direct_verilog
49,Miscellaneous/Signal generation/signal_generator,signal_generator,mygo,FAIL,"===========Error===========
testbench.v:39: $finish called at 1010 (1s)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/049_Miscellaneous_Signal_generation_signal_generator/mygo
50,Miscellaneous/Signal generation/square_wave,square_wave,direct_verilog,PASS,"=========== Your Design Passed ===========
testbench.v:36: $finish called at 1000 (1s)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/050_Miscellaneous_Signal_generation_square_wave/direct_verilog
50,Miscellaneous/Signal generation/square_wave,square_wave,mygo,PASS,"=========== Your Design Passed ===========
testbench.v:36: $finish called at 1000 (1s)",/home/rongxv/work/rtllm-runs/dsv4-mygo-vs-direct-20260608-005901/full/050_Miscellaneous_Signal_generation_square_wave/mygo
